assists,assists_per_60_minutes,created_xgoals,created_xgoals_minus_actual_xgoals,defensive_zone_giveaways,expected_goals,expected_goals_per_60_minutes,expected_pct_of_unblocked_shots_that_missed_net,expected_shooting_pct_on_unblocked_shots,faceoff_win_pct,final_standing,flurry_adjusted_xgoals,games_played,giveaways,goals,goals_above_expected,goals_above_shooting_talent,goals_per_60_minutes,high_danger_unblocked_shot_attempts,high_danger_xgoals,hits,icetime,low_danger_unblocked_shot_attempts,low_danger_xgoals,lower_limit,medium_danger_unblocked_shot_attempts,medium_danger_xgoals,min_salary,net_miss_pct_above_expected,off-ice_expected_goals_pct,on-ice_expected_goals_against_per_60_minutes,on-ice_expected_goals_differential,on-ice_expected_goals_pct,on-ice_goal_differential,on-ice_goals_pct,on-ice_high_danger_shot_attempts_against_per_60_minutes,on-ice_score/flurry_adjusted_expected_goals_pct,on-ice_score_adjusted_expected_goals_pct,on-ice_shot_attempt_pct_(corsi),on-ice_shot_attempts_against_per_60_minutes,on-ice_unblocked_shot_attempt_pct_(fenwick),pct_change,pct_of_shift_starts_in_defensive_zone,pct_of_shift_starts_in_neutral_zone,pct_of_shift_starts_in_offensive_zone,pct_of_shift_starts_on_fly,pct_of_unblocked_shots_that_missed_net,pim,pim_differential,pim_drawn,player,points,points_per_60_minutes,primary_assists,rebounds_created,rebounds_created_above_expected,relative_expected_goals_pct,secondary_assists,share_of_possible_icetime,share_of_xgoals_from_rebounds_shots,shifts,shooting_pct,shooting_pct_on_unblocked_shots,shooting_pct_on_unblocked_shots_above_expected,shooting_talent_above_average,shooting_talent_adjusted_expected_goals,shot_attempts,shot_attempts_per_60_minutes,shots_blocked_by_player,shots_blocked_by_player_per_60,shots_on_goal,shots_on_goal_per_60_minutes,shots_that_missed_net,shots_that_were_blocked,takeaways,upper_limit,xgoals_from_non_rebounds,xgoals_of_expected_rebounds,xgoals_on_rebounds_shots,xrebounds_created
14,0.62,4.7,0.0,23,4.7,0.21,0.308,0.044000000000000004,0.0,28.0,4.6,64,38,4,-0.7,-0.2,0.18,6,2.12,44,1348,80,1.91,61700000,5,0.68,775000,-0.044000000000000004,0.636,3.08,-0.9,0.49700000000000005,1,0.504,2.71,0.5,0.5,0.47,59.89,0.47,0.0121,0.18899999999999997,0.16399999999999998,0.092,0.555,0.264,20,4,16,"John Marino, D, NJD",18,0.8,11,9,5.2,-0.139,3,0.34700000000000003,0.165,1607,0.06,0.044000000000000004,0.0,-0.107,4.2,145,6.45,81,3.6,67,2.98,24,54,43,83500000,3.9,0.8,0.8,3.8
7,0.28,4.1,0.4,29,3.7,0.15,0.308,0.025,0.0,23.0,3.7,78,35,3,-0.7,-0.2,0.12,2,0.54,216,1509,111,2.49,61700000,7,0.7,775000,0.008,0.442,4.42,-62.5,0.305,-70,0.278,5.05,0.311,0.298,0.36,76.53,0.36,0.0121,0.19699999999999998,0.14400000000000002,0.053,0.606,0.317,50,22,28,"Simon Benoit, D, ANA",10,0.4,1,11,6.2,-0.13699999999999998,6,0.318,0.153,1783,0.037000000000000005,0.025,0.0,-0.149,3.2,175,6.96,128,5.09,82,3.26,38,55,9,83500000,3.2,1.0,0.6,4.8
7,0.44,1.7,0.1,16,1.6,0.1,0.327,0.018000000000000002,0.0,10.0,1.6,54,24,5,3.4,3.4,0.31,1,0.26,106,957,51,0.99,61700000,3,0.35,775000,-0.018000000000000002,0.57,3.65,-16.3,0.419,0,0.5,4.07,0.43200000000000005,0.425,0.39,67.49,0.41,0.0121,0.193,0.14800000000000002,0.063,0.597,0.309,23,10,13,"Derek Forbort, D, BOS",12,0.75,5,2,-0.1,-0.151,2,0.29100000000000004,0.18100000000000002,1335,0.132,0.091,0.073,0.003,1.6,103,6.45,88,5.51,38,2.38,17,48,14,83500000,1.3,0.4,0.3,2.1
5,0.57,1.6,0.4,12,1.2,0.13,0.314,0.02,0.0,13.0,1.2,32,16,0,-1.2,-1.2,0.0,0,0.0,33,526,49,1.0,61700000,2,0.18,775000,0.13699999999999998,0.49,2.7,-7.3,0.408,-5,0.447,1.48,0.41100000000000003,0.41100000000000003,0.42,63.7,0.43,0.0121,0.138,0.141,0.044000000000000004,0.6759999999999999,0.451,4,2,2,"Alexander Alexeyev, D, WSH",5,0.57,2,4,1.9,-0.08199999999999999,3,0.271,0.025,658,0.0,0.0,-0.02,0.0,1.2,72,8.2,48,5.47,28,3.19,23,21,3,83500000,1.2,0.4,0.0,2.1
11,0.48,4.7,0.4,17,4.3,0.19,0.304,0.032,0.0,5.0,3.9,60,23,3,-1.3,-1.7,0.13,2,0.83,50,1371,114,2.35,61700000,9,1.08,775000,-0.024,0.55,3.41,-13.7,0.452,-2,0.49200000000000005,3.67,0.45799999999999996,0.45299999999999996,0.46,61.01,0.47,0.0121,0.174,0.154,0.09,0.5820000000000001,0.28,30,14,16,"Jonas Brodin, D, MIN",14,0.61,2,6,1.3,-0.098,9,0.374,0.138,1500,0.033,0.024,-0.008,0.09699999999999999,4.7,180,7.87,130,5.69,90,3.94,35,55,27,83500000,3.7,1.0,0.6,4.7
12,0.48,4.5,-0.2,17,4.7,0.19,0.33299999999999996,0.039,0.0,1.0,4.6,82,25,3,-1.7,-1.7,0.12,5,1.57,152,1491,87,1.97,61700000,10,1.14,775000,0.127,0.55,3.49,-12.4,0.461,-18,0.444,3.66,0.465,0.465,0.45,64.59,0.45,0.0121,0.152,0.142,0.105,0.601,0.461,33,6,27,"Marc Staal, D, FLA",15,0.6,4,8,3.8,-0.08900000000000001,8,0.301,0.226,2046,0.055,0.028999999999999998,-0.01,0.0,4.7,160,6.43,122,4.91,55,2.21,47,58,14,83500000,3.6,0.9,1.1,4.2
17,0.63,3.7,0.5,32,3.2,0.12,0.309,0.022000000000000002,0.0,28.0,3.0,80,36,4,0.8,1.5,0.15,1,0.33,101,1612,134,2.77,61700000,1,0.12,775000,0.07400000000000001,0.5870000000000001,2.95,0.3,0.501,5,0.515,2.94,0.5,0.503,0.49,61.14,0.49,0.0121,0.14,0.145,0.102,0.613,0.382,44,16,28,"Jonas Siegenthaler, D, NJD",21,0.78,7,7,2.2,-0.086,10,0.331,0.149,1979,0.048,0.028999999999999998,0.006999999999999999,-0.212,2.5,189,7.03,151,5.62,84,3.13,52,53,29,83500000,2.7,1.0,0.5,4.8
0,0.0,0.0,0.0,0,0.0,0.08,0.5,0.0,0.0,5.0,0.0,2,0,0,0.0,0.0,0.0,0,0.0,2,28,2,0.04,61700000,0,0.0,775000,0.0,0.479,2.14,0.1,0.514,-1,0.0,0.0,0.522,0.551,0.4,72.62,0.42,0.0121,0.083,0.027999999999999997,0.055999999999999994,0.833,0.5,0,0,0,"Dakota Mermis, D, MIN",0,0.0,0,0,-0.1,0.035,0,0.239,0.0,36,0.0,0.0,0.0,-0.037000000000000005,0.0,4,8.3,3,6.22,1,2.07,1,2,0,83500000,0.0,0.0,0.0,0.1
2,0.16,2.4,0.5,10,1.9,0.15,0.33799999999999997,0.015,0.0,29.0,1.8,51,10,0,-1.9,-1.9,0.0,1,0.64,47,764,66,1.16,61700000,1,0.08,775000,0.044000000000000004,0.462,2.99,-8.9,0.433,-9,0.424,2.51,0.43700000000000006,0.43200000000000005,0.43,63.84,0.44,0.0121,0.14400000000000002,0.13,0.064,0.6609999999999999,0.382,19,8,11,"Justin Braun, D, PHI",2,0.16,2,2,-0.5,-0.028999999999999998,0,0.247,0.016,1137,0.0,0.0,-0.015,0.0,1.9,100,7.85,49,3.85,42,3.3,26,32,10,83500000,1.9,0.5,0.0,2.5
16,0.59,4.4,0.4,24,4.0,0.15,0.331,0.023,0.0,17.0,3.8,82,30,1,-3.0,-3.0,0.04,3,0.89,201,1627,123,2.66,61700000,4,0.42,775000,-0.015,0.541,2.89,-0.5,0.499,-10,0.46799999999999997,2.58,0.5,0.504,0.45,64.05,0.45,0.0121,0.19899999999999998,0.147,0.09,0.564,0.315,41,13,28,"Brayden McNabb, D, VGK",17,0.63,7,9,3.6,-0.042,9,0.326,0.174,2011,0.011000000000000001,0.008,-0.015,0.0,4.0,219,8.08,197,7.26,89,3.28,41,89,38,83500000,3.3,1.1,0.7,5.4
11,0.5,4.6,0.8,25,3.8,0.17,0.292,0.027000000000000003,0.0,6.0,3.7,81,38,3,-0.8,-0.8,0.14,1,0.2,70,1325,100,2.22,61700000,12,1.35,775000,-0.071,0.478,3.85,-35.0,0.371,-31,0.363,3.8,0.374,0.368,0.4,68.38,0.39,0.0121,0.141,0.127,0.071,0.6609999999999999,0.221,44,14,30,"Troy Stecher, D, CGY",14,0.63,7,7,2.4,-0.107,4,0.26899999999999996,0.064,1804,0.034,0.027000000000000003,0.0,0.0,3.8,181,8.19,92,4.16,88,3.98,25,68,21,83500000,3.5,1.0,0.2,4.6
20,1.28,9.5,1.1,20,8.4,0.54,0.301,0.040999999999999995,0.0,13.0,8.1,40,33,9,0.6,-0.5,0.58,8,3.19,42,935,177,4.41,61700000,8,0.83,775000,0.057,0.47700000000000004,3.68,9.4,0.5379999999999999,4,0.517,4.17,0.526,0.5379999999999999,0.55,58.23,0.56,0.0121,0.11199999999999999,0.163,0.185,0.539,0.358,12,4,8,"John Carlson, D, WSH",29,1.86,9,13,4.1,0.061,11,0.386,0.115,1053,0.073,0.047,0.006,0.12300000000000001,9.5,261,16.74,87,5.58,124,7.95,69,68,21,83500000,7.5,2.1,1.0,8.9
6,0.5,1.6,0.4,16,1.2,0.1,0.308,0.019,0.0,27.0,1.2,44,20,2,0.8,0.8,0.17,0,0.0,139,724,48,0.78,61700000,4,0.45,775000,0.077,0.43799999999999994,3.0,-14.2,0.37799999999999995,-29,0.29,2.4,0.379,0.37799999999999995,0.37,63.97,0.37,0.0121,0.18100000000000002,0.16699999999999998,0.037000000000000005,0.615,0.385,40,2,38,"Jarred Tinordi, D, CHI",8,0.66,2,2,0.2,-0.06,4,0.272,0.0,954,0.063,0.038,0.019,0.0,1.2,78,6.46,68,5.63,32,2.65,20,26,11,83500000,1.2,0.4,0.0,1.8
8,0.62,3.7,0.8,35,2.9,0.22,0.33,0.019,0.0,32.0,2.8,51,38,5,2.1,2.1,0.39,2,0.72,159,778,99,1.98,61700000,2,0.18,775000,-0.057999999999999996,0.414,3.61,-16.3,0.395,-9,0.433,4.85,0.4,0.389,0.47,60.17,0.47,0.0121,0.069,0.16399999999999998,0.107,0.66,0.272,81,24,57,"Arber Xhekaj, D, MTL",13,1.0,5,6,2.0,-0.019,3,0.251,0.021,945,0.067,0.049,0.03,0.0,2.9,169,13.02,46,3.54,75,5.78,28,66,14,83500000,2.8,0.9,0.1,4.0
14,0.62,4.8,0.8,23,4.0,0.18,0.33299999999999996,0.025,0.0,8.0,3.9,70,31,2,-2.0,-1.9,0.09,1,0.6,209,1346,109,2.38,61700000,10,1.0,775000,-0.057999999999999996,0.5589999999999999,3.81,-21.0,0.43,-20,0.425,4.37,0.43700000000000006,0.43,0.43,62.81,0.44,0.0121,0.188,0.18899999999999997,0.08,0.5429999999999999,0.275,43,10,33,"Erik Cernak, D, TBL",16,0.71,5,5,0.2,-0.129,9,0.318,0.043,1706,0.023,0.017,-0.008,-0.008,3.9,166,7.4,100,4.45,87,3.88,33,46,21,83500000,3.8,1.0,0.2,4.8
7,0.76,1.2,0.3,10,0.9,0.1,0.33299999999999996,0.0,0.0,27.0,0.8,35,14,1,0.1,0.1,0.11,0,0.0,16,554,33,0.88,61700000,0,0.0,775000,-0.091,0.444,3.9,-13.5,0.385,-6,0.43799999999999994,4.87,0.38799999999999996,0.382,0.42,66.45,0.4,0.0121,0.064,0.12,0.109,0.706,0.242,8,4,4,"Ian Mitchell, D, CHI",8,0.87,2,2,0.6,-0.059000000000000004,5,0.261,0.0,698,0.04,0.03,0.03,-0.006999999999999999,0.9,50,5.41,37,4.0,25,2.71,8,17,8,83500000,0.9,0.3,0.0,1.4
23,0.82,8.0,0.0,33,8.0,0.29,0.306,0.040999999999999995,0.0,11.0,7.8,78,44,9,1.0,0.6,0.32,5,1.62,91,1674,176,4.46,61700000,15,1.96,775000,0.005,0.517,3.27,2.9,0.508,13,0.54,3.44,0.51,0.51,0.5,57.04,0.49,0.0121,0.165,0.133,0.086,0.616,0.311,28,10,18,"Mattias Ekholm, D, EDM",32,1.15,16,7,-1.2,-0.009000000000000001,7,0.354,0.20800000000000002,1949,0.067,0.046,0.005,0.051,8.4,286,10.25,104,3.73,135,4.84,61,90,29,83500000,6.4,1.7,1.7,8.2
21,0.76,4.8,0.6,26,4.2,0.15,0.305,0.034,0.0,9.0,4.1,78,34,2,-2.2,-2.7,0.07,2,0.56,43,1647,105,2.44,61700000,11,1.21,775000,0.025,0.44799999999999995,3.28,-25.3,0.418,-19,0.446,3.17,0.42200000000000004,0.418,0.43,60.52,0.43,0.0121,0.156,0.174,0.068,0.602,0.331,20,-8,28,"Nick Leddy, D, STL",23,0.84,13,7,2.2,-0.03,8,0.348,0.086,2155,0.025,0.017,-0.017,0.107,4.7,164,5.97,96,3.5,79,2.88,39,46,43,83500000,3.8,1.0,0.4,4.8
5,0.32,3.5,-0.1,26,3.6,0.23,0.305,0.037000000000000005,0.0,28.0,3.5,60,31,0,-3.6,-3.6,0.0,2,0.53,102,933,68,1.56,61700000,12,1.55,775000,-0.012,0.5720000000000001,2.87,2.2,0.512,-6,0.45899999999999996,3.09,0.51,0.514,0.5,56.58,0.51,0.0121,0.133,0.129,0.086,0.6509999999999999,0.293,63,20,43,"Brendan Smith, D, NJD",5,0.32,1,8,4.5,-0.06,4,0.256,0.20600000000000002,1206,0.0,0.0,-0.037000000000000005,-0.024,3.6,128,8.23,76,4.89,58,3.73,24,46,25,83500000,2.9,0.7,0.8,3.5
18,0.71,5.3,0.5,48,4.8,0.19,0.322,0.033,0.0,16.0,4.7,71,59,2,-2.8,-3.0,0.08,4,1.16,63,1528,106,2.29,61700000,11,1.39,775000,0.033,0.509,4.03,-27.8,0.42100000000000004,-10,0.465,4.32,0.42200000000000004,0.42200000000000004,0.4,72.97,0.4,0.0121,0.17800000000000002,0.152,0.08199999999999999,0.588,0.355,22,10,12,"Ryan McDonagh, D, NSH",20,0.79,10,7,1.8,-0.08800000000000001,8,0.354,0.11800000000000001,1771,0.026000000000000002,0.017,-0.016,0.038,5.0,178,6.99,165,6.48,78,3.06,43,57,47,83500000,4.3,1.1,0.6,5.2
5,0.62,0.6,0.1,14,0.5,0.06,0.33299999999999996,0.0,0.0,11.0,0.5,36,16,0,-0.5,-0.5,0.0,0,0.0,45,487,26,0.43,61700000,1,0.08,775000,0.037000000000000005,0.614,3.01,-0.8,0.491,6,0.563,3.32,0.486,0.504,0.45,58.44,0.47,0.0121,0.161,0.131,0.08,0.628,0.37,31,14,17,"Vincent Desharnais, D, EDM",5,0.62,3,2,1.0,-0.12300000000000001,2,0.22399999999999998,0.098,634,0.0,0.0,0.0,0.0,0.5,48,5.91,48,5.91,17,2.09,10,21,5,83500000,0.5,0.2,0.1,1.0
43,1.36,14.2,2.1,26,12.1,0.38,0.311,0.033,1.0,3.0,11.2,82,52,18,5.9,4.8,0.57,4,1.55,40,1903,333,7.25,61700000,29,3.28,775000,-0.008,0.57,2.73,43.9,0.601,34,0.588,2.81,0.602,0.605,0.62,45.01,0.61,0.0121,0.111,0.147,0.18100000000000002,0.56,0.303,44,26,18,"Brent Burns, D, CAR",61,1.92,25,25,8.8,0.031,18,0.381,0.128,2193,0.071,0.049,0.016,0.094,13.2,554,17.46,86,2.71,255,8.04,111,188,55,83500000,10.5,3.7,1.6,16.2
41,1.46,20.5,2.8,16,17.7,0.63,0.308,0.048,0.0,16.0,16.7,67,29,18,0.3,-1.5,0.64,12,3.77,51,1686,301,9.0,61700000,44,4.93,775000,-0.062,0.445,3.48,18.6,0.5429999999999999,27,0.5760000000000001,3.56,0.539,0.5429999999999999,0.56,56.79,0.55,0.0121,0.091,0.14300000000000002,0.192,0.574,0.24600000000000002,36,4,32,"Roman Josi, D, NSH",59,2.1,21,25,6.8,0.098,20,0.414,0.086,1722,0.067,0.05,0.002,0.1,19.5,542,19.29,146,5.2,269,9.57,88,185,24,83500000,16.2,4.3,1.5,18.3
13,0.69,4.3,0.6,24,3.7,0.2,0.321,0.027999999999999997,0.0,18.0,3.5,61,28,3,-0.7,-0.7,0.16,1,0.22,39,1130,96,2.36,61700000,9,1.11,775000,-0.027999999999999997,0.501,3.38,-13.9,0.439,-17,0.42700000000000005,3.93,0.442,0.436,0.46,56.38,0.47,0.0121,0.15,0.14400000000000002,0.085,0.621,0.292,25,4,21,"Ethan Bear, D, VAN",16,0.85,6,10,5.4,-0.062,7,0.304,0.10800000000000001,1503,0.04,0.027999999999999997,0.0,0.0,3.7,155,8.23,82,4.35,75,3.98,31,49,17,83500000,3.3,1.0,0.4,4.6
6,0.58,1.4,0.4,33,1.0,0.1,0.35600000000000004,0.022000000000000002,0.0,32.0,1.0,46,37,0,-1.0,-1.1,0.0,0,0.0,25,621,44,0.81,61700000,1,0.2,775000,-0.044000000000000004,0.40299999999999997,3.32,-8.9,0.426,-4,0.466,4.25,0.43,0.41600000000000004,0.48,60.04,0.47,0.0121,0.059000000000000004,0.172,0.151,0.618,0.311,51,34,17,"Chris Wideman, D, MTL",6,0.58,3,2,0.3,0.023,3,0.223,0.04,819,0.0,0.0,-0.022000000000000002,0.085,1.1,67,6.47,51,4.92,31,2.99,14,22,7,83500000,1.0,0.4,0.0,1.7
0,0.0,0.3,0.1,4,0.2,0.2,0.4,0.0,0.0,18.0,0.2,5,4,1,0.8,0.8,0.84,0,0.0,5,71,10,0.24,61700000,0,0.0,775000,0.0,0.428,3.09,-1.3,0.39399999999999996,1,0.6,1.69,0.396,0.413,0.47,58.26,0.45,0.0121,0.032,0.158,0.07400000000000001,0.737,0.4,0,0,0,"Cole McWard, D, VAN",1,0.84,0,1,0.7,-0.034,0,0.23199999999999998,0.0,95,0.16699999999999998,0.1,0.1,0.0,0.2,15,12.66,6,5.07,6,5.07,4,5,0,83500000,0.2,0.1,0.0,0.3
12,0.48,4.1,0.3,29,3.8,0.15,0.305,0.021,0.0,21.0,3.6,70,34,1,-2.8,-2.8,0.04,2,0.84,119,1490,134,2.38,61700000,5,0.57,775000,-0.027999999999999997,0.49,3.78,-33.2,0.39299999999999996,-45,0.345,3.98,0.392,0.389,0.39,73.89,0.38,0.0121,0.175,0.179,0.1,0.547,0.27699999999999997,57,24,33,"Erik Gudbranson, D, CBJ",13,0.52,5,11,5.7,-0.09699999999999999,7,0.35200000000000004,0.214,1815,0.01,0.006999999999999999,-0.013999999999999999,0.0,3.8,215,8.65,137,5.51,102,4.1,39,74,13,83500000,3.0,1.1,0.8,5.3
16,0.58,7.3,-0.2,34,7.5,0.27,0.29600000000000004,0.046,0.0,29.0,7.3,81,42,7,-0.5,-0.1,0.25,6,1.72,61,1652,128,3.47,61700000,18,2.28,775000,-0.026000000000000002,0.47600000000000003,3.35,-22.1,0.43200000000000005,-26,0.408,3.23,0.43700000000000006,0.428,0.45,63.03,0.45,0.0121,0.136,0.146,0.073,0.6459999999999999,0.27,40,8,32,"Travis Sanheim, D, PHI",23,0.84,11,7,0.3,-0.044000000000000004,5,0.336,0.21600000000000003,2184,0.063,0.046,0.0,-0.048,7.1,206,7.48,137,4.97,111,4.03,41,54,22,83500000,5.9,1.4,1.6,6.7
0,0.0,0.3,0.1,0,0.2,0.34,0.28600000000000003,0.0,0.0,29.0,0.2,2,0,0,-0.2,-0.2,0.0,0,0.0,3,33,7,0.19,61700000,0,0.0,775000,0.0,0.43,2.65,-0.1,0.47700000000000004,-1,0.33299999999999996,1.79,0.47,0.47,0.39,75.26,0.47,0.0121,0.182,0.091,0.091,0.636,0.28600000000000003,0,0,0,"Ronnie Attard, D, PHI",0,0.0,0,0,-0.3,0.047,0,0.27899999999999997,0.0,44,0.0,0.0,0.0,0.002,0.2,8,14.34,2,3.58,5,8.96,2,1,3,83500000,0.2,0.1,0.0,0.3
30,1.06,10.9,1.6,47,9.3,0.33,0.298,0.039,0.0,26.0,8.9,68,65,11,1.7,1.2,0.39,5,1.54,79,1698,198,4.68,61700000,25,3.11,775000,-0.022000000000000002,0.444,2.9,37.4,0.593,28,0.5670000000000001,2.97,0.588,0.591,0.57,52.12,0.57,0.0121,0.1,0.159,0.14300000000000002,0.597,0.276,52,30,22,"Thomas Chabot, D, OTT",41,1.45,12,14,3.6,0.149,18,0.41200000000000003,0.07200000000000001,1806,0.067,0.048,0.009000000000000001,0.053,9.8,355,12.54,123,4.35,165,5.83,63,127,19,83500000,8.7,2.3,0.7,10.4
29,1.09,11.0,2.0,49,9.0,0.34,0.316,0.04,0.0,12.0,8.4,64,84,12,3.0,2.4,0.45,7,2.71,162,1590,205,4.83,61700000,13,1.46,775000,-0.031,0.48,3.27,31.0,0.5760000000000001,18,0.551,3.51,0.569,0.5760000000000001,0.56,55.67,0.56,0.0121,0.099,0.207,0.17300000000000001,0.521,0.284,30,6,24,"Kris Letang, D, PIT",41,1.55,10,12,1.8,0.096,19,0.41,0.034,1731,0.075,0.053,0.013000000000000001,0.07200000000000001,9.6,374,14.11,108,4.07,161,6.07,64,149,47,83500000,8.7,2.3,0.3,10.2
34,1.18,6.8,0.9,55,5.9,0.2,0.317,0.03,0.0,7.0,5.8,79,68,9,3.1,2.1,0.31,3,0.91,162,1734,148,3.28,61700000,13,1.69,775000,-0.006,0.531,3.03,-8.5,0.474,6,0.517,3.36,0.48,0.47700000000000004,0.5,56.88,0.5,0.0121,0.12,0.142,0.078,0.66,0.311,37,29,8,"K'Andre Miller, D, NYR",43,1.49,14,4,-3.0,-0.057,20,0.361,0.109,1967,0.08,0.055,0.025,0.17300000000000001,6.9,240,8.3,105,3.63,113,3.91,51,76,61,83500000,5.2,1.5,0.6,7.0
23,0.99,5.9,0.0,27,5.9,0.25,0.315,0.034,0.0,12.0,5.8,68,43,1,-4.9,-3.6,0.04,6,1.85,133,1399,135,3.0,61700000,8,1.05,775000,0.04,0.52,2.94,15.2,0.55,-3,0.489,2.53,0.546,0.55,0.49,62.8,0.5,0.0121,0.11800000000000001,0.158,0.087,0.637,0.35600000000000004,48,20,28,"Marcus Pettersson, D, PIT",24,1.03,14,9,2.9,0.03,9,0.33899999999999997,0.21,1749,0.01,0.006999999999999999,-0.027000000000000003,-0.218,4.6,216,9.26,131,5.62,96,4.12,53,67,25,83500000,4.7,1.2,1.2,6.1
1,0.38,0.5,0.1,1,0.4,0.13,0.33299999999999996,0.0,0.0,20.0,0.3,12,1,0,-0.3,-0.3,0.0,0,0.0,8,159,11,0.21,61700000,1,0.14,775000,-0.16699999999999998,0.5,2.45,2.0,0.5670000000000001,4,0.7,2.25,0.5820000000000001,0.563,0.52,51.03,0.54,0.0121,0.142,0.19,0.062,0.607,0.16699999999999998,4,4,0,"Parker Wotherspoon, D, NYI",1,0.38,0,2,1.5,0.067,1,0.21899999999999997,0.0,211,0.0,0.0,0.0,0.0,0.4,17,6.38,7,2.63,10,3.75,2,5,4,83500000,0.4,0.1,0.0,0.5
6,0.38,2.3,0.3,19,2.0,0.13,0.33299999999999996,0.022000000000000002,0.0,12.0,2.0,56,21,3,1.0,0.9,0.19,1,0.29,71,958,88,1.62,61700000,1,0.1,775000,-0.044000000000000004,0.568,3.23,-12.0,0.434,-15,0.41200000000000003,3.0,0.43700000000000006,0.43700000000000006,0.43,65.15,0.43,0.0121,0.184,0.131,0.069,0.616,0.289,30,16,14,"Jan Rutta, D, PIT",9,0.56,0,3,-0.4,-0.134,6,0.28300000000000003,0.193,1293,0.047,0.033,0.011000000000000001,0.033,2.1,140,8.76,70,4.38,64,4.01,26,50,13,83500000,1.6,0.7,0.4,3.4
0,0.0,0.1,0.0,0,0.1,0.17,0.5,0.0,0.0,26.0,0.1,2,0,0,-0.1,-0.1,0.0,0,0.0,2,21,2,0.06,61700000,0,0.0,775000,0.0,0.541,2.2,-0.2,0.41200000000000003,-2,0.0,0.0,0.41200000000000003,0.43700000000000006,0.49,63.35,0.48,0.0121,0.061,0.121,0.182,0.636,0.5,4,4,0,"Lassi Thomson, D, OTT",0,0.0,0,0,-0.1,-0.129,0,0.182,0.0,33,0.0,0.0,0.0,-0.12,0.1,2,5.51,0,0.0,1,2.75,1,0,1,83500000,0.1,0.0,0.0,0.1
8,0.56,1.2,0.3,7,0.9,0.06,0.325,0.0,0.0,24.0,0.9,59,8,1,0.1,0.2,0.07,0,0.0,34,860,40,0.92,61700000,0,0.0,775000,0.0,0.495,3.1,-9.3,0.442,-34,0.311,2.72,0.445,0.43700000000000006,0.48,57.17,0.46,0.0121,0.115,0.158,0.106,0.621,0.325,8,2,6,"Jacob Bryson, D, BUF",9,0.63,4,3,1.6,-0.053,4,0.24100000000000002,0.033,1281,0.037000000000000005,0.025,0.025,-0.12300000000000001,0.8,58,4.04,69,4.81,27,1.88,13,18,13,83500000,0.9,0.3,0.0,1.4
4,0.3,1.3,0.0,13,1.3,0.1,0.319,0.021,0.0,23.0,1.3,52,16,0,-1.3,-1.2,0.0,1,0.33,49,792,45,0.91,61700000,1,0.1,775000,-0.021,0.428,4.3,-31.0,0.312,-45,0.253,4.39,0.314,0.306,0.35,78.4,0.34,0.0121,0.172,0.133,0.055,0.639,0.298,39,10,29,"Nathan Beaulieu, D, ANA",4,0.3,2,2,0.1,-0.11599999999999999,2,0.25,0.284,1004,0.0,0.0,-0.021,-0.135,1.2,79,5.98,80,6.06,33,2.5,14,32,10,83500000,1.0,0.4,0.4,1.9
6,0.23,3.8,0.5,32,3.3,0.13,0.313,0.027000000000000003,0.0,27.0,3.3,80,37,7,3.7,3.5,0.27,2,0.75,165,1551,106,2.0,61700000,4,0.56,775000,-0.071,0.456,3.44,-36.1,0.37200000000000005,-40,0.365,3.71,0.37799999999999995,0.368,0.38,67.11,0.39,0.0121,0.16899999999999998,0.15,0.039,0.642,0.24100000000000002,69,6,63,"Connor Murphy, D, CHI",13,0.5,3,8,3.7,-0.084,3,0.32,0.115,1962,0.08199999999999999,0.063,0.036000000000000004,0.067,3.5,177,6.85,160,6.19,85,3.29,27,65,26,83500000,2.9,0.9,0.4,4.3
4,0.57,1.6,0.3,17,1.3,0.18,0.326,0.022000000000000002,0.0,31.0,1.2,30,19,3,1.8,1.8,0.43,0,0.0,61,421,41,0.77,61700000,5,0.48,775000,0.0,0.456,4.53,-13.9,0.361,-12,0.39299999999999996,5.7,0.363,0.345,0.44,66.06,0.42,0.0121,0.091,0.121,0.071,0.7170000000000001,0.326,38,10,28,"Connor Mackey, D, ARI",7,1.0,1,2,0.2,-0.095,3,0.22899999999999998,0.048,646,0.09699999999999999,0.065,0.043,-0.039,1.2,64,9.11,29,4.13,31,4.41,15,18,5,83500000,1.2,0.4,0.1,1.8
39,1.22,10.3,1.3,45,9.0,0.28,0.292,0.032,0.0,9.0,8.7,82,58,11,2.0,1.4,0.34,3,1.03,112,1916,230,5.51,61700000,20,2.42,775000,-0.067,0.43200000000000005,3.49,-19.6,0.452,-6,0.48700000000000004,3.69,0.45899999999999996,0.452,0.46,61.35,0.46,0.0121,0.132,0.134,0.135,0.6,0.225,34,20,14,"Justin Faulk, D, STL",50,1.56,20,12,0.7,0.02,19,0.386,0.138,2465,0.055999999999999994,0.043,0.011000000000000001,0.076,9.6,352,11.02,140,4.38,196,6.13,57,99,51,83500000,7.7,2.5,1.2,11.3
